data,valor_fechamento,criptomoeda,volume_compra,volume_venda,change,gain,loss,avg_gain,avg_loss,rs,rsi,ema_short,ema_long,macd,macd_signal,indicativo_macd,trade_evento,trade_tipo,trade_op,exec_price,exec_amount,order_id,dt_evento_utc,dt_evento_brt
2025-09-26 06:30:00,0.6495,CRVUSDT,93964.6,60921.85291,0.0004999999999999449,0.0004999999999999449,-0.0,0.0010785042949275527,0.0010060437006868975,1.0720252949162956,51.73804091805756,0.6481571544150952,0.6487054590042233,-9.513526239057768e-05,0.0006187178912576492,Baixa,decisao,info,decisao,0.64924,,,2025-09-26T06:46:08+00:00,2025-09-26T03:46:08-03:00
2025-09-26 08:30:00,0.6549,CRVUSDT,73635.3,73635.3,0.0015000000000000568,0.0015000000000000568,-0.0,0.0013044555044147382,0.000880588299659366,1.481345487919082,59.699283922021486,0.6514448342075527,0.6496050577043827,0.0029866208288593654,0.0014255904914988638,Alta,decisao,info,decisao,0.64924,,,2025-09-26T08:47:12+00:00,2025-09-26T05:47:12-03:00
2025-09-26 10:45:00,0.6417,CRVUSDT,475.8,475.8,0.000300000000000078,0.000300000000000078,-0.0,0.0008977798507248347,0.0012293828093790844,0.7302687526420432,42.205510070441676,0.6428654383910654,0.6458496939593805,-0.003394709490439518,-0.0012346846182605571,Baixa,decisao,info,decisao,0.64924,,,2025-09-26T10:57:22+00:00,2025-09-26T07:57:22-03:00
2025-09-26 12:30:00,0.6503,CRVUSDT,408162.93,408162.93,0.0050000000000000044,0.0050000000000000044,-0.0,0.0017503025140207342,0.0013908407579415578,1.2584492538248442,55.72182999877332,0.6455474746341785,0.6455718979002878,-0.0008163290911881171,-0.002247471242154261,Alta,no_trade_zone,info,no_trade_zone,0.64924,,,2025-09-26T12:32:34+00:00,2025-09-26T09:32:34-03:00
2025-09-26 14:45:00,0.6531,CRVUSDT,185515.4,185515.4,-0.0005999999999999339,0.0,0.0005999999999999339,0.0015701808848776126,0.0013948132274869448,1.1257284157726481,52.957301949763625,0.6539371016469238,0.6511470899853412,0.003642172636602603,0.002775891731408242,Alta,decisao,info,decisao,0.64924,,,2025-09-26T14:49:24+00:00,2025-09-26T11:49:24-03:00
2025-09-27 10:15:00,0.6614,CRVUSDT,156871.3,103654.09102,0.0007000000000000339,0.0007000000000000339,-0.0,0.0007457207418131222,0.0006590675716462352,1.131478430884473,53.08420739753662,0.6599299219094987,0.6599126933253483,-0.0003151478904001026,-0.000951292517070001,Alta,no_trade_zone,info,no_trade_zone,0.66139,,,2025-09-27T10:21:53+00:00,2025-09-27T07:21:53-03:00
2025-09-28 04:30:00,0.6601,CRVUSDT,17726.5,17726.5,0.0020999999999999908,0.0020999999999999908,-0.0,0.0006652188265306541,0.0008557516884839053,0.7773502938792803,43.736470889068244,0.6594898608904534,0.6616013081534592,-0.004141205733687037,-0.004314987424669097,Alta,preexistente,short,preexistente_short,0.66784,17.4,,2025-09-28T04:34:40+00:00,2025-09-28T01:34:40-03:00
2025-09-28 04:30:00,0.6601,CRVUSDT,17726.5,17726.5,0.0020999999999999908,0.0020999999999999908,-0.0,0.0006652188265306541,0.0008557516884839053,0.7773502938792803,43.736470889068244,0.6594898608904534,0.6616013081534592,-0.004141205733687037,-0.004314987424669097,Alta,trailing_stop_criado,info,trailing_stop_criado,0.6631170146775555,17.4,178084094359,2025-09-28T04:34:46+00:00,2025-09-28T01:34:46-03:00
2025-09-28 04:30:00,0.6601,CRVUSDT,17726.5,17726.5,0.0020999999999999908,0.0020999999999999908,-0.0,0.0006652188265306541,0.0008557516884839053,0.7773502938792803,43.736470889068244,0.6594898608904534,0.6616013081534592,-0.004141205733687037,-0.004314987424669097,Alta,decisao,info,decisao,0.65877,17.4,,2025-09-28T04:34:46+00:00,2025-09-28T01:34:46-03:00
2025-09-28 04:30:00,0.6601,CRVUSDT,17726.5,17726.5,0.0020999999999999908,0.0020999999999999908,-0.0,0.0006652188265306541,0.0008557516884839053,0.7773502938792803,43.736470889068244,0.6594898608904534,0.6616013081534592,-0.004141205733687037,-0.004314987424669097,Alta,decisao,info,decisao,0.65877,17.4,,2025-09-28T04:34:47+00:00,2025-09-28T01:34:47-03:00
