data,valor_fechamento,criptomoeda,volume_compra,volume_venda,change,gain,loss,avg_gain,avg_loss,rs,rsi,ema_short,ema_long,macd,macd_signal,indicativo_macd,trade_evento,trade_tipo,trade_op,exec_price,exec_amount,order_id,dt_evento_utc,dt_evento_brt
2025-09-26 06:15:00,0.22725,DOGEUSDT,19357004.0,4393132.89514,0.0016599999999999948,0.0016599999999999948,-0.0,0.00039805365584111166,0.00030786987770087303,1.292928229334152,56.38764496826872,0.2266095592287792,0.22634331878628025,0.0007435371613902231,0.0009057557188011611,Baixa,decisao,info,decisao,0.226795,,,2025-09-26T06:30:22+00:00,2025-09-26T03:30:22-03:00
2025-09-26 07:15:00,0.22701,DOGEUSDT,1914922.8,1914922.8,-0.0006000000000000172,0.0,0.0006000000000000172,0.0003810619611105616,0.00035243360353447937,1.0812304992741177,51.95150175106623,0.22703301570931095,0.22666965428920322,0.0005956665417060636,0.0005275634428154536,Alta,decisao,info,decisao,0.226795,44.0,,2025-09-26T07:26:42+00:00,2025-09-26T04:26:42-03:00
2025-09-26 07:15:00,0.22701,DOGEUSDT,1914922.8,1914922.8,-0.0006000000000000172,0.0,0.0006000000000000172,0.0003810619611105616,0.00035243360353447937,1.0812304992741177,51.95150175106623,0.22703301570931095,0.22666965428920322,0.0005956665417060636,0.0005275634428154536,Alta,decisao,info,decisao,0.226795,44.0,,2025-09-26T07:26:43+00:00,2025-09-26T04:26:43-03:00
2025-09-26 09:30:00,0.22451,DOGEUSDT,1201395.0,1201395.0,-0.0013300000000000256,0.0,0.0013300000000000256,0.00030646664359936014,0.0004522760370554785,0.6776097305411017,40.39138055801234,0.22608582736062544,0.2264392647434583,-0.00011898313069289013,0.00046714216524192727,Baixa,fechado_externo,long,close_long,0.226795,,,2025-09-26T09:44:21+00:00,2025-09-26T06:44:21-03:00
2025-09-26 09:30:00,0.22451,DOGEUSDT,1201395.0,1201395.0,-0.0013300000000000256,0.0,0.0013300000000000256,0.00030646664359936014,0.0004522760370554785,0.6776097305411017,40.39138055801234,0.22608582736062544,0.2264392647434583,-0.00011898313069289013,0.00046714216524192727,Baixa,cooldown_temporal,info,cooldown_temporal,0.226795,,,2025-09-26T09:44:34+00:00,2025-09-26T06:44:34-03:00
2025-09-26 11:45:00,0.22504,DOGEUSDT,385878.0,385878.0,0.00012999999999999123,0.00012999999999999123,-0.0,0.00040974496765519775,0.0004002073900049781,1.023831588042642,50.588773991458716,0.2241016977214146,0.22487492679578802,-0.0010247181475076805,-0.0009521388248454875,Baixa,decisao,info,decisao,0.226795,,,2025-09-26T11:49:55+00:00,2025-09-26T08:49:55-03:00
2025-09-26 13:30:00,0.22585,DOGEUSDT,1781396.9,1781396.9,0.0008100000000000052,0.0008100000000000052,-0.0,0.0005416273522469144,0.0004969717182244824,1.0898554834910363,52.149801366670005,0.22538063102561698,0.22514771952759774,-0.00012299190314632447,-0.0007376861937305693,Alta,decisao,info,decisao,0.226795,,,2025-09-26T13:32:34+00:00,2025-09-26T10:32:34-03:00
2025-09-26 14:45:00,0.2253,DOGEUSDT,1099780.4,1099780.4,-0.00026999999999999247,0.0,0.00026999999999999247,0.0004599935667573772,0.0004741740269792074,0.9700943969618733,49.24101091084151,0.22572277185259298,0.22548189647288597,0.00011704494939762666,-3.49820806156686e-05,Alta,decisao,info,decisao,0.226795,,,2025-09-26T14:55:30+00:00,2025-09-26T11:55:30-03:00
2025-09-27 10:15:00,0.22981,DOGEUSDT,486271.0,111708.33704,0.00010999999999999899,0.00010999999999999899,-0.0,0.00012047845577735364,0.000247427929347648,0.4869234289556523,32.74704127149609,0.22974881652575904,0.23058111280730545,-0.0015468117684643568,-0.0015162135096036342,Baixa,preexistente,short,preexistente_short,0.22938,44.0,,2025-09-27T10:18:33+00:00,2025-09-27T07:18:33-03:00
2025-09-27 10:15:00,0.22981,DOGEUSDT,486271.0,111708.33704,0.00010999999999999899,0.00010999999999999899,-0.0,0.00012047845577735364,0.000247427929347648,0.4869234289556523,32.74704127149609,0.22974881652575904,0.23058111280730545,-0.0015468117684643568,-0.0015162135096036342,Baixa,stop_criado,info,stop_criado,0.23052689999999998,44.0,177214744679,2025-09-27T10:18:43+00:00,2025-09-27T07:18:43-03:00
2025-09-27 10:15:00,0.22981,DOGEUSDT,486271.0,111708.33704,0.00010999999999999899,0.00010999999999999899,-0.0,0.00012047845577735364,0.000247427929347648,0.4869234289556523,32.74704127149609,0.22974881652575904,0.23058111280730545,-0.0015468117684643568,-0.0015162135096036342,Baixa,decisao,info,decisao,0.229585,44.0,,2025-09-27T10:18:48+00:00,2025-09-27T07:18:48-03:00
2025-09-27 10:30:00,0.22963,DOGEUSDT,176297.0,40459.3535,0.00023000000000000798,0.00023000000000000798,-0.0,0.00012421075481942022,0.000262080985278698,0.4739403535412307,32.15464943357853,0.22964214225796115,0.23045630440027995,-0.0015421774019588608,-0.0015240998438958916,Baixa,preexistente,short,preexistente_short,0.22938,44.0,,2025-09-27T10:30:53+00:00,2025-09-27T07:30:53-03:00
2025-09-27 10:30:00,0.22963,DOGEUSDT,176297.0,40459.3535,0.00023000000000000798,0.00023000000000000798,-0.0,0.00012421075481942022,0.000262080985278698,0.4739403535412307,32.15464943357853,0.22964214225796115,0.23045630440027995,-0.0015421774019588608,-0.0015240998438958916,Baixa,stop_criado,info,stop_criado,0.23052689999999998,44.0,177223630850,2025-09-27T10:31:03+00:00,2025-09-27T07:31:03-03:00
2025-09-27 10:30:00,0.22963,DOGEUSDT,176297.0,40459.3535,0.00023000000000000798,0.00023000000000000798,-0.0,0.00012421075481942022,0.000262080985278698,0.4739403535412307,32.15464943357853,0.22964214225796115,0.23045630440027995,-0.0015421774019588608,-0.0015240998438958916,Baixa,decisao,info,decisao,0.229515,44.0,,2025-09-27T10:31:08+00:00,2025-09-27T07:31:08-03:00
,,,,,,,,,,,,,,,,,stop_criado,info,stop_criado,0.23052689999999998,44.0,177223798928,2025-09-27T10:31:17+00:00,2025-09-27T07:31:17-03:00
,,,,,,,,,,,,,,,,,stop_criado,info,stop_criado,0.23052689999999998,44.0,177224240633,2025-09-27T10:31:55+00:00,2025-09-27T07:31:55-03:00
,,,,,,,,,,,,,,,,,stop_criado,info,stop_criado,0.23052689999999998,44.0,177224594369,2025-09-27T10:32:22+00:00,2025-09-27T07:32:22-03:00
,,,,,,,,,,,,,,,,,stop_criado,info,stop_criado,0.23052689999999998,44.0,177224915534,2025-09-27T10:32:51+00:00,2025-09-27T07:32:51-03:00
,,,,,,,,,,,,,,,,,stop_criado,info,stop_criado,0.23052689999999998,44.0,177225402810,2025-09-27T10:33:21+00:00,2025-09-27T07:33:21-03:00
,,,,,,,,,,,,,,,,,stop_criado,info,stop_criado,0.23052689999999998,44.0,177225892768,2025-09-27T10:33:50+00:00,2025-09-27T07:33:50-03:00
